"ids" "gender" "prestige" "research_type" "subject"
734 0 "low prestige" "mixed" 7
735 0 "low prestige" "qualitative" 8
736 1 "low prestige" "quantitative" 20
737 0 "low prestige" "quantitative" 7
738 0 "low prestige" "quantitative" 20
739 0 "low prestige" "quantitative" 19
740 NA "low prestige" "qualitative" 21
741 NA "low prestige" "quantitative" 21
742 0 "low prestige" "quantitative" 20
743 NA "low prestige" "quantitative" 21
744 0 "low prestige" "quantitative" 21
745 1 "low prestige" "quantitative" 21
746 1 "low prestige" "quantitative" 17
747 1 "low prestige" "quantitative" 21
748 1 "high prestige" "qualitative" 2
749 0 "low prestige" "qualitative" 5
750 0 "low prestige" "qualitative" 7
751 1 "high prestige" "quantitative" 14
752 0 "low prestige" "quantitative" 21
753 1 "low prestige" "mixed" 7
754 0 "low prestige" "quantitative" 20
755 1 "low prestige" "quantitative" 6
756 0 "low prestige" "quantitative" 3
757 0 "low prestige" "quantitative" 21
758 0 "low prestige" "quantitative" 2
759 1 "low prestige" "qualitative" 7
760 1 "low prestige" "quantitative" 24
761 0 "low prestige" "quantitative" 11
762 NA "low prestige" "qualitative" 21
763 0 "low prestige" "quantitative" 14
764 0 "low prestige" "mixed" 15
765 0 "low prestige" "quantitative" 21
766 NA "low prestige" "quantitative" 21
767 0 "low prestige" "quantitative" 21
768 0 "low prestige" "mixed" 20
769 1 "low prestige" "qualitative" 24
770 NA "low prestige" "quantitative" 8
771 1 "low prestige" "qualitative" 16
772 NA "low prestige" "qualitative" 21
773 NA "low prestige" "quantitative" 28
774 NA "low prestige" "quantitative" 9
775 NA "low prestige" "quantitative" 20
776 0 "low prestige" "quantitative" 19
777 0 "low prestige" "quantitative" 3
778 0 "low prestige" "qualitative" 29
779 NA "low prestige" "quantitative" 21
780 1 "low prestige" "qualitative" 21
781 1 "low prestige" "quantitative" 19
782 1 "high prestige" "qualitative" 20
783 NA "low prestige" "quantitative" 19
784 NA "low prestige" "quantitative" 19
785 1 "low prestige" "qualitative" 9
786 0 "low prestige" "qualitative" 3
787 1 "low prestige" "qualitative" 3
788 NA "low prestige" "quantitative" 6
789 NA "low prestige" "mixed" 21
790 1 "low prestige" "quantitative" 21
791 NA "low prestige" "quantitative" 5
792 1 "low prestige" "qualitative" 3
793 NA "low prestige" "quantitative" 6
794 0 "low prestige" "mixed" 20
795 1 "low prestige" "quantitative" 21
796 NA "low prestige" "qualitative" 7
797 0 "low prestige" "quantitative" 6
798 1 "low prestige" "quantitative" 19
799 1 "low prestige" "quantitative" 19
800 1 "low prestige" "quantitative" 19
801 1 "low prestige" "quantitative" 21
802 0 "low prestige" "quantitative" 21
803 NA "low prestige" "qualitative" 27
804 NA "low prestige" "quantitative" 20
805 NA "low prestige" "quantitative" 15
806 NA "low prestige" "quantitative" 21
807 0 "low prestige" "qualitative" 2
808 1 "low prestige" "quantitative" 3
809 NA "low prestige" "quantitative" 18
810 1 "low prestige" "qualitative" 7
811 0 "low prestige" "quantitative" 4
812 0 "low prestige" "quantitative" 15
813 NA "low prestige" "qualitative" 20
814 1 "low prestige" "quantitative" 6
815 NA "low prestige" "quantitative" 17
816 NA "low prestige" "quantitative" 26
817 1 "low prestige" "qualitative" 8
818 NA "low prestige" "quantitative" 7
819 1 "low prestige" "quantitative" 7
820 NA "low prestige" "quantitative" 19
821 1 "low prestige" "quantitative" 4
822 NA "low prestige" "quantitative" 21
823 NA "low prestige" "qualitative" 21
824 NA "low prestige" "qualitative" 21
825 0 "low prestige" "quantitative" 16
826 1 "low prestige" "quantitative" 4
827 0 "high prestige" "quantitative" 21
828 1 "low prestige" "qualitative" 21
829 0 "low prestige" "qualitative" 14
830 1 "low prestige" "quantitative" 29
831 1 "high prestige" "quantitative" 6
832 0 "low prestige" "quantitative" 19
833 1 "low prestige" "quantitative" 21
834 NA "low prestige" "qualitative" 8
835 NA "low prestige" "quantitative" 21
836 NA "low prestige" "quantitative" 13
837 0 "low prestige" "quantitative" 21
838 NA "low prestige" "qualitative" 19
839 NA "low prestige" "quantitative" 21
840 1 "low prestige" "quantitative" 20
841 0 "low prestige" "qualitative" 20
842 0 "low prestige" "qualitative" 21
843 NA "low prestige" "quantitative" 6
844 NA "low prestige" "qualitative" 7
845 NA "low prestige" "qualitative" 19
846 0 "low prestige" "quantitative" 21
847 NA "low prestige" "quantitative" 27
848 0 "low prestige" "mixed" 10
849 0 "low prestige" "qualitative" 6
850 1 "low prestige" "mixed" 1
851 0 "low prestige" "quantitative" 21
852 0 "low prestige" "qualitative" 13
853 1 "low prestige" "quantitative" 21
854 1 "low prestige" "quantitative" 9
855 1 "low prestige" "quantitative" 8
856 1 "low prestige" "quantitative" 19
857 0 "low prestige" "quantitative" 21
858 1 "low prestige" "mixed" 14
859 1 "low prestige" "qualitative" 24
860 1 "low prestige" "quantitative" 4
861 0 "low prestige" "quantitative" 21
862 NA "low prestige" "qualitative" 21
863 NA "low prestige" "quantitative" 20
864 0 "low prestige" "quantitative" 21
865 0 "low prestige" "qualitative" 4
866 NA "low prestige" "qualitative" 7
867 NA "low prestige" "quantitative" 14
868 1 "low prestige" "quantitative" 24
869 NA "low prestige" "qualitative" 21
870 1 "low prestige" "quantitative" 16
871 1 "low prestige" "quantitative" 6
872 0 "low prestige" "quantitative" 8
873 1 "low prestige" "qualitative" 6
874 1 "low prestige" "mixed" 7
875 1 "low prestige" "quantitative" 6
876 1 "low prestige" "quantitative" 21
877 NA "low prestige" "qualitative" 21
878 0 "low prestige" "qualitative" 16
879 0 "low prestige" "qualitative" 13
880 0 "low prestige" "qualitative" 21
881 0 "low prestige" "qualitative" 21
882 0 "low prestige" "qualitative" 19
883 1 "low prestige" "mixed" 21
884 0 "low prestige" "qualitative" 21
885 NA "low prestige" "quantitative" 14
886 NA "low prestige" "quantitative" 21
887 0 "low prestige" "quantitative" 21
888 0 "low prestige" "quantitative" 26
889 NA "low prestige" "qualitative" 24
890 0 "low prestige" "quantitative" 20
891 1 "high prestige" "quantitative" 6
892 1 "low prestige" "quantitative" 1
893 NA "low prestige" "quantitative" 6
894 0 "low prestige" "quantitative" 6
895 NA "low prestige" "quantitative" 20
896 NA "low prestige" "quantitative" 20
897 0 "low prestige" "quantitative" 21
898 NA "low prestige" "quantitative" 20
899 1 "low prestige" "quantitative" 21
900 NA "low prestige" "qualitative" 21
901 1 "low prestige" "quantitative" 4
902 1 "low prestige" "qualitative" 28
903 1 "low prestige" "quantitative" 6
904 0 "low prestige" "qualitative" 21
905 0 "low prestige" "qualitative" 21
906 0 "low prestige" "quantitative" 21
907 NA "low prestige" "mixed" 21
908 0 "low prestige" "quantitative" 20
909 0 "low prestige" "quantitative" 19
910 NA "low prestige" "quantitative" 13
911 0 "low prestige" "mixed" 29
912 1 "low prestige" "quantitative" 21
913 0 "low prestige" "quantitative" 20
914 0 "low prestige" "quantitative" 21
915 NA "high prestige" "quantitative" 8
916 0 "low prestige" "quantitative" 6
917 1 "low prestige" "quantitative" 21
918 NA "low prestige" "quantitative" 1
919 1 "low prestige" "quantitative" 21
920 1 "low prestige" "quantitative" 14
921 1 "low prestige" "quantitative" 19
922 1 "low prestige" "quantitative" 19
923 0 "low prestige" "qualitative" 14
924 0 "low prestige" "quantitative" 20
925 0 "low prestige" "quantitative" 14
926 NA "low prestige" "quantitative" 19
927 1 "low prestige" "quantitative" 29
928 1 "low prestige" "quantitative" 21
929 0 "low prestige" "qualitative" 21
930 0 "low prestige" "quantitative" 11
931 NA "low prestige" "mixed" 21
932 NA "low prestige" "qualitative" 10
933 0 "low prestige" "qualitative" 26
934 NA "low prestige" "quantitative" 21
935 NA "low prestige" "qualitative" 20
936 0 "low prestige" "mixed" 19
937 NA "low prestige" "quantitative" 21
938 NA "low prestige" "mixed" 2
939 0 "low prestige" "qualitative" 21
940 1 "low prestige" "quantitative" 8
941 0 "low prestige" "quantitative" 19
942 0 "low prestige" "quantitative" 21
943 0 "low prestige" "quantitative" 21
944 0 "low prestige" "quantitative" 19
945 1 "low prestige" "quantitative" 12
946 0 "low prestige" "qualitative" 8
947 1 "low prestige" "quantitative" 24
948 1 "low prestige" "mixed" 20
949 1 "low prestige" "quantitative" 14
950 0 "low prestige" "quantitative" 12
951 1 "high prestige" "quantitative" 1
952 1 "low prestige" "quantitative" 3
953 1 "low prestige" "quantitative" 21
954 0 "low prestige" "quantitative" 21
955 0 "low prestige" "qualitative" 14
956 1 "low prestige" "quantitative" 21
957 NA "high prestige" "quantitative" 6
958 1 "low prestige" "qualitative" 24
959 NA "low prestige" "qualitative" 7
960 NA "low prestige" "qualitative" 13
961 0 "low prestige" "quantitative" 8
962 1 "low prestige" "quantitative" 21
963 NA "low prestige" "quantitative" 8
964 0 "low prestige" "mixed" 20
965 1 "low prestige" "quantitative" 20
966 1 "low prestige" "qualitative" 1
967 NA "low prestige" "quantitative" 21
968 1 "low prestige" "quantitative" 9
969 0 "low prestige" "quantitative" 24
970 NA "low prestige" "quantitative" 21
971 NA "low prestige" "quantitative" 8
972 1 "low prestige" "quantitative" 8
973 0 "low prestige" "qualitative" 8
974 NA "low prestige" "qualitative" 11
975 NA "low prestige" "quantitative" 21
976 NA "low prestige" "quantitative" 21
977 NA "low prestige" "quantitative" 21
978 0 "low prestige" "quantitative" 7
979 1 "low prestige" "quantitative" 19
980 0 "low prestige" "quantitative" 19
981 0 "low prestige" "qualitative" 29
982 1 "low prestige" "quantitative" 21
983 1 "low prestige" "quantitative" 8
984 NA "low prestige" "qualitative" 21
985 NA "low prestige" "mixed" 20
986 1 "high prestige" "quantitative" 21
987 1 "low prestige" "mixed" 6
988 0 "low prestige" "quantitative" 19
989 NA "low prestige" "quantitative" 20
990 1 "low prestige" "quantitative" 19
991 NA "low prestige" "quantitative" 20
992 NA "low prestige" "quantitative" 19
993 1 "low prestige" "quantitative" 20
994 NA "low prestige" "quantitative" 21
995 NA "low prestige" "quantitative" 20
996 1 "low prestige" "mixed" 15
997 0 "low prestige" "qualitative" 21
998 NA "low prestige" "qualitative" 26
999 NA "low prestige" "quantitative" 6
1000 NA "low prestige" "qualitative" 21
1001 0 "low prestige" "quantitative" 6
1002 0 "low prestige" "quantitative" 21
1003 0 "low prestige" "quantitative" 5
1004 1 "low prestige" "qualitative" 20
1005 0 "low prestige" "quantitative" 21
1006 NA "low prestige" "qualitative" 14
1007 NA "low prestige" "quantitative" 21
1008 1 "low prestige" "quantitative" 21
1009 0 "low prestige" "quantitative" 6
1010 1 "low prestige" "qualitative" 9
1011 1 "low prestige" "qualitative" 18
1012 1 "low prestige" "quantitative" 21
1013 NA "low prestige" "quantitative" 21
1014 1 "low prestige" "quantitative" 21
1015 1 "low prestige" "mixed" 3
1016 1 "low prestige" "quantitative" 20
1017 NA "low prestige" "quantitative" 21
1018 0 "low prestige" "quantitative" 21
1019 NA "low prestige" "quantitative" 6
1020 0 "low prestige" "quantitative" 20
1021 NA "low prestige" "qualitative" 9
1022 NA "low prestige" "qualitative" 4
1023 NA "low prestige" "qualitative" 3
1024 0 "low prestige" "quantitative" 24
1025 1 "low prestige" "quantitative" 21
1026 1 "low prestige" "qualitative" 7
1027 1 "low prestige" "quantitative" 21
1028 NA "low prestige" "qualitative" 19
1029 1 "low prestige" "qualitative" 5
1030 NA "low prestige" "quantitative" 6
1031 NA "low prestige" "quantitative" 6
1032 NA "low prestige" "quantitative" 21
1033 1 "low prestige" "quantitative" 7
1034 NA "low prestige" "quantitative" 19
1035 NA "low prestige" "quantitative" 21
1036 NA "low prestige" "quantitative" 21
1037 0 "low prestige" "qualitative" 21
1038 NA "low prestige" "quantitative" 19
1039 NA "low prestige" "quantitative" 20
1040 NA "low prestige" "quantitative" 19
1041 NA "high prestige" "quantitative" 2
1042 0 "low prestige" "qualitative" 11
1043 NA "low prestige" "quantitative" 19
1044 1 "low prestige" "qualitative" 24
1045 NA "low prestige" "qualitative" 5
1046 0 "low prestige" "qualitative" 21
1047 NA "low prestige" "quantitative" 7
1048 1 "low prestige" "quantitative" 24
1049 1 "low prestige" "quantitative" 21
1050 NA "low prestige" "quantitative" 9
1051 NA "low prestige" "quantitative" 24
1052 1 "low prestige" "quantitative" 29
1053 0 "low prestige" "quantitative" 21
1054 1 "low prestige" "qualitative" 21
1055 1 "low prestige" "quantitative" 21
1056 0 "low prestige" "quantitative" 21
1057 1 "high prestige" "qualitative" 1
1058 1 "high prestige" "qualitative" 8
1059 1 "low prestige" "qualitative" 21
1060 0 "low prestige" "quantitative" 21
1061 1 "low prestige" "quantitative" 8
1062 1 "low prestige" "quantitative" 21
1063 NA "low prestige" "qualitative" 6
1064 0 "low prestige" "qualitative" 2
1065 0 "low prestige" "mixed" 21
1066 1 "low prestige" "quantitative" 24
1067 1 "low prestige" "quantitative" 21
1068 NA "low prestige" "qualitative" 18
1069 1 "low prestige" "qualitative" 24
1070 NA "low prestige" "qualitative" 6
1071 0 "low prestige" "quantitative" 19
1072 1 "low prestige" "quantitative" 20
1073 0 "low prestige" "quantitative" 21
1074 1 "low prestige" "quantitative" 19
1075 0 "low prestige" "quantitative" 4
1076 NA "low prestige" "quantitative" 21
1077 1 "low prestige" "quantitative" 24
1078 1 "low prestige" "qualitative" 2
1079 0 "low prestige" "qualitative" 19
1080 0 "low prestige" "qualitative" 21
1081 1 "low prestige" "qualitative" 21
1082 0 "low prestige" "quantitative" 21
1083 1 "low prestige" "quantitative" 15
1084 1 "low prestige" "mixed" 21
1085 0 "low prestige" "quantitative" 21
1086 NA "low prestige" "qualitative" 7
1087 NA "low prestige" "qualitative" 19
1088 NA "low prestige" "quantitative" 20
1089 NA "low prestige" "qualitative" 6
1090 NA "low prestige" "quantitative" 21
1091 0 "low prestige" "quantitative" 21
1092 0 "low prestige" "quantitative" 19
1093 0 "low prestige" "quantitative" 21
1094 NA "low prestige" "qualitative" 21
1095 1 "low prestige" "quantitative" 11
1096 0 "low prestige" "qualitative" 21
1097 1 "low prestige" "quantitative" 21
1098 0 "low prestige" "qualitative" 3
1099 0 "low prestige" "mixed" 7
1100 0 "low prestige" "quantitative" 14
1101 NA "low prestige" "quantitative" 20
1102 NA "low prestige" "quantitative" 18
1103 1 "low prestige" "quantitative" 20
1104 1 "low prestige" "mixed" 7
1105 NA "low prestige" "quantitative" 21
1106 NA "low prestige" "quantitative" 8
1107 NA "low prestige" "quantitative" 8
1108 1 "high prestige" "qualitative" 4
1109 0 "low prestige" "quantitative" 21
1110 0 "low prestige" "quantitative" 21
1111 NA "low prestige" "quantitative" 3
1112 1 "low prestige" "quantitative" 6
1113 NA "low prestige" "qualitative" 21
1114 0 "low prestige" "mixed" 21
1115 0 "low prestige" "quantitative" 29
1116 NA "low prestige" "qualitative" 20
1117 NA "low prestige" "qualitative" 24
1118 NA "low prestige" "quantitative" 21
1119 NA "low prestige" "quantitative" 21
1120 1 "low prestige" "quantitative" 7
1121 NA "low prestige" "qualitative" 7
1122 1 "low prestige" "qualitative" 2
1123 NA "low prestige" "quantitative" 19
1124 1 "high prestige" "quantitative" 1
1125 NA "low prestige" "qualitative" 19
1126 NA "low prestige" "quantitative" 19
1127 NA "low prestige" "qualitative" 15
1128 NA "low prestige" "quantitative" 19
1129 1 "low prestige" "quantitative" 11
1130 0 "low prestige" "qualitative" 21
1131 1 "low prestige" "qualitative" 19
1132 NA "low prestige" "qualitative" 7
1133 1 "low prestige" "quantitative" 21
1134 NA "low prestige" "quantitative" 7
1135 NA "low prestige" "qualitative" 21
1136 1 "low prestige" "qualitative" 10
1137 1 "low prestige" "qualitative" 7
1138 0 "low prestige" "quantitative" 6
1139 1 "high prestige" "quantitative" 19
1140 1 "low prestige" "quantitative" 9
